Repository Name,Total Closed Issues,Issue Number,Issue Title,Issue Status,Assignees,Labels,Created At,Issue Closed At
ChicoState/PedalMaps,0,8,As a user I would like to have multiple pages on my app,Done,"Vulfenstein,cbfiggins",None,17-09-2020 16:44,05-10-2020 11:28
ChicoState/PedalMaps,0,3,"As a rider, I want to be able to know if the trail is for mountain bikes or road bikes.",Done,cbfiggins,None,17-09-2020 16:21,05-11-2020 15:09
ChicoState/PedalMaps,0,2,"As an avid biker, I want to be able to see trails near me",Done,Vulfenstein,None,17-09-2020 16:21,07-12-2020 12:00
ChicoState/PedalMaps,0,1,"As a bike rider, I want to be able to track the mileage of my bike ride.",Done,JohnAnthony98,None,17-09-2020 16:18,05-11-2020 15:09
ChicoState/Playbuddy,0,86,"User Story: As a user, I want to be able to suspend my listing temporarily in case I've found a group",Done,None,None,10-12-2020 12:44,10-12-2020 12:45
ChicoState/Playbuddy,0,80,clean up frontend,Done,mansidogra1,None,02-12-2020 15:28,09-12-2020 12:02
ChicoState/Playbuddy,0,78,Backend: Add tests with Jest,Done,Zungrysoft,None,02-12-2020 15:14,08-12-2020 17:40
ChicoState/Playbuddy,0,77,Frontend: Add page for creating an Activity,Done,th3n1ghtmanc0m3th,None,02-12-2020 15:14,08-12-2020 15:31
ChicoState/Playbuddy,0,64,"Backend: Add ""POST editUser"" route",Done,RetroJect,None,02-11-2020 11:30,30-11-2020 15:16
ChicoState/Playbuddy,0,63,"Backend: Add ""GET search"" route",Done,None,None,02-11-2020 11:29,02-11-2020 11:29
ChicoState/Playbuddy,0,62,"Backend: Add ""POST createUser"" route",Done,RetroJect,None,02-11-2020 11:29,29-11-2020 15:45
ChicoState/Playbuddy,0,61,"Backend: Add ""GET user"" route",Done,RetroJect,None,02-11-2020 11:29,30-11-2020 15:16
ChicoState/Playbuddy,0,51,Frontend: Pass authentication details to all backend routes,Done,th3n1ghtmanc0m3th,None,19-10-2020 15:21,02-12-2020 15:04
ChicoState/Playbuddy,0,50,Backend: Implement authentication to relevant routes,Done,"RetroJect,Zungrysoft",None,19-10-2020 15:20,26-10-2020 00:28
ChicoState/Playbuddy,0,47,Backend: Add ability to sort and filter activity list by location and time of creation,Done,mansidogra1,None,19-10-2020 15:12,28-10-2020 15:04
ChicoState/Playbuddy,0,46,Frontend: Add UI for activity list filter,Done,mansidogra1,None,19-10-2020 15:11,16-11-2020 21:08
ChicoState/Playbuddy,0,45,"Backend: Add ""create account"" route",Done,"RetroJect,Zungrysoft",None,19-10-2020 15:10,26-10-2020 15:12
ChicoState/Playbuddy,0,44,Backend: Add logout route,Done,"RetroJect,Zungrysoft",None,19-10-2020 15:10,26-10-2020 00:28
ChicoState/Playbuddy,0,43,Backend: Add login route,Done,"RetroJect,Zungrysoft",None,19-10-2020 15:09,26-10-2020 00:28
ChicoState/Playbuddy,0,42,Backend: Add Authentication Middleware,Done,"RetroJect,Zungrysoft",None,19-10-2020 15:09,26-10-2020 00:28
ChicoState/Playbuddy,0,41,Create repository documentation,Done,RetroJect,Improvements or additions to documentation,16-10-2020 19:25,31-10-2020 22:39
ChicoState/Playbuddy,0,38,Frontend: Add app navigation bar,Done,RetroJect,None,14-10-2020 09:47,14-10-2020 14:37
ChicoState/Playbuddy,0,35,Frontend: Connect activity list and view pages with backend,Done,mansidogra1,None,12-10-2020 10:12,16-11-2020 21:08
ChicoState/Playbuddy,0,33,Backend: Add request for editing user profile.,Done,mansidogra1,None,07-10-2020 15:45,16-11-2020 21:08
ChicoState/Playbuddy,0,32,Backend: Add request for editing activities,Done,Zungrysoft,None,07-10-2020 15:44,31-10-2020 17:35
ChicoState/Playbuddy,0,31,Backend: Add create request for activity.,Done,Zungrysoft,None,07-10-2020 15:43,14-10-2020 15:37
ChicoState/Playbuddy,0,29,Frontend: Add view activity page,Done,None,This issue or pull request already exists,07-10-2020 11:29,07-10-2020 14:10
ChicoState/Playbuddy,0,28,Frontend: Add activity list page,Done,th3n1ghtmanc0m3th,None,07-10-2020 11:25,14-10-2020 15:12
ChicoState/Playbuddy,0,27,Backend: Add get request for activity,Done,Zungrysoft,None,07-10-2020 11:23,14-10-2020 15:37
ChicoState/Playbuddy,0,26,Backend: Add model for activity,Done,Zungrysoft,None,07-10-2020 11:22,14-10-2020 14:40
ChicoState/Playbuddy,0,25,Frontend: Add view activity page.,Done,None,None,07-10-2020 11:21,07-10-2020 11:25
ChicoState/Playbuddy,0,24,Backend: Create User Model,Done,Zungrysoft,New feature or request,06-10-2020 20:09,14-10-2020 14:40
ChicoState/Playbuddy,0,23,Backend: Setup Database,Done,"RetroJect,Zungrysoft",New feature or request,06-10-2020 20:09,14-10-2020 14:40
ChicoState/Playbuddy,0,17,Frontend: Add Eslint configuration,Done,RetroJect,None,23-09-2020 20:27,26-09-2020 13:09
ChicoState/Playbuddy,0,16,Backend: Add Eslint configuration,Done,RetroJect,None,23-09-2020 20:27,26-09-2020 13:09
ChicoState/Playbuddy,0,15,"Frontend: Add a dynamic ""Post"" page, displaying a post by id",Done,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:11,18-10-2020 05:46
ChicoState/Playbuddy,0,13,Backend: Setup basic express routing,Done,RetroJect,None,23-09-2020 20:11,05-10-2020 17:32
ChicoState/Playbuddy,0,12,Backend: Add connection to database,Done,"RetroJect,Zungrysoft",None,23-09-2020 20:10,14-10-2020 14:40
ChicoState/Playbuddy,0,11,"Frontend: Add ""Home"" page",Done,th3n1ghtmanc0m3th,New feature or request,23-09-2020 20:10,07-10-2020 15:30
ChicoState/Playbuddy,0,10,Frontend: Add basic React setup,Done,None,None,23-09-2020 20:10,26-09-2020 14:59
ChicoState/Playbuddy,0,9,Backend: Install express,Done,RetroJect,None,23-09-2020 20:10,05-10-2020 17:32
ChicoState/Playbuddy,0,8,Add Travis CI integration,Done,RetroJect,travis-ci.org,23-09-2020 20:10,19-11-2020 11:11
ChicoState/Playbuddy,0,6,Setup base node files,Done,None,None,23-09-2020 15:40,23-09-2020 15:47
ChicoState/Playbuddy,0,3,"User Story: As a user, I would like to make posts describing my event/game",Done,"RetroJect,Zungrysoft,mansidogra1,th3n1ghtmanc0m3th,Viraj-Sonavane",None,20-09-2020 20:14,27-10-2020 02:00
ChicoState/Playbuddy,0,85,Added zipcode-based distance check to search,Reviewer approved,Zungrysoft,None,09-12-2020 14:48,None
ChicoState/Playbuddy,0,88,Update eslint,In progress,RetroJect,None,13-12-2020 13:30,None
ChicoState/Playbuddy,0,85,Added zipcode-based distance check to search,In progress,Zungrysoft,None,09-12-2020 14:48,None
ChicoState/Playbuddy,0,87,"User Story: As a user, I want to know which are on-going games or events around me right now to join-in",In progress,None,None,10-12-2020 12:45,None
ChicoState/Portfolio,0,95,Create Testing Suite,Done,"dlhedglin,Colton0012,LWZearfoss,Joseph-Levin",16-11-2020 12:34,07-12-2020 20:17,None
ChicoState/Portfolio,0,90,Front end unit testing of each component,Done,"Colton0012,Joseph-Levin",02-11-2020 12:01,07-12-2020 20:17,Full Week's worth of work
ChicoState/Portfolio,0,89,Server route unit testing,Done,"LWZearfoss,Joseph-Levin",02-11-2020 12:01,07-12-2020 20:17,Full Week's worth of work
ChicoState/Portfolio,0,88,Unit testing of forms/ form validation,Done,dlhedglin,02-11-2020 12:01,07-12-2020 20:17,Full Week's worth of work
ChicoState/Portfolio,0,79,Display serverside errors for register form (Unique username and email),Done,dlhedglin,28-10-2020 12:56,07-12-2020 20:16,None
ChicoState/Portfolio,0,72,Improve following system(friend request),Done,Joseph-Levin,21-10-2020 12:22,06-11-2020 04:30,None
ChicoState/Portfolio,0,71,Search by different categories(posts or users),Done,Colton0012,21-10-2020 12:17,16-11-2020 12:28,None
ChicoState/Portfolio,0,70,Get videos/other file types to render on all browsers,Done,None,21-10-2020 12:15,29-10-2020 19:02,None
ChicoState/Portfolio,0,69,Following/Friends system is similar to Instagram,Done,"LWZearfoss,Joseph-Levin",21-10-2020 12:14,06-11-2020 04:30,Full Week's worth of work
ChicoState/Portfolio,0,66,Bug with videos in cards,Done,None,17-10-2020 03:42,25-10-2020 14:46,None
ChicoState/Portfolio,0,63,Create Component to show feed of posts from users that you follow,Done,None,17-10-2020 02:57,17-10-2020 03:29,None
ChicoState/Portfolio,0,60,List of users ,Done,Colton0012,12-10-2020 12:21,17-10-2020 17:23,None
ChicoState/Portfolio,0,58,API endpoint to query posts of users that you follow,Done,Colton0012,09-10-2020 16:28,17-10-2020 03:29,None
ChicoState/Portfolio,0,57,Implement a way for a user to follow another user.,Done,None,09-10-2020 16:27,14-10-2020 02:22,None
ChicoState/Portfolio,0,55,Render login modal route over other routes,Done,None,07-10-2020 12:48,10-12-2020 03:40,None
ChicoState/Portfolio,0,53,Post component: template for any general post,Done,Joseph-Levin,07-10-2020 12:26,17-10-2020 03:29,None
ChicoState/Portfolio,0,52,Front end: able to download and upload files(show file type),Done,LWZearfoss,07-10-2020 12:21,14-10-2020 00:05,None
ChicoState/Portfolio,0,51,Grid FS set up: write binary data to DB for images.,Done,LWZearfoss,07-10-2020 12:20,14-10-2020 00:05,None
ChicoState/Portfolio,0,50,Conditional component rendering for different file types.,Done,LWZearfoss,07-10-2020 12:20,14-10-2020 00:05,None
ChicoState/Portfolio,0,49,Login/Sign up tweaks/Validation,Done,"dlhedglin,Colton0012",07-10-2020 00:36,07-12-2020 20:16,Something isn't working
ChicoState/Portfolio,0,48,Fix Portfolio logo in navbar. Navbar has issues on mobile and smaller screen sizes,Done,Joseph-Levin,07-10-2020 00:34,12-10-2020 12:50,Something isn't working
ChicoState/Portfolio,0,47,"Unable to change password for bryan@dixon.com, can change for jo",Done,None,06-10-2020 22:38,11-10-2020 13:36,Something isn't working
ChicoState/Portfolio,0,45,"As a user, I want to be able to view a feed of posts from the people I follow.",Done,"dlhedglin,Joseph-Levin",05-10-2020 12:12,19-10-2020 12:27,Full Week's worth of work
ChicoState/Portfolio,0,44,"As a user, I want privacy settings for friends vs. gen public(Contact information)",Done,Joseph-Levin,05-10-2020 12:09,16-11-2020 12:30,About half a week's worth of work
ChicoState/Portfolio,0,43,"As a general user, I want to have my own profile page.",Done,"dlhedglin,Colton0012,LWZearfoss,Joseph-Levin",05-10-2020 12:08,25-10-2020 14:46,About half a week's worth of work
ChicoState/Portfolio,0,41,create form and endpoint for user to change password,Done,None,05-10-2020 03:01,05-10-2020 11:27,None
ChicoState/Portfolio,0,40,create form and endpoint for user to update information,Done,None,05-10-2020 01:35,05-10-2020 11:27,None
ChicoState/Portfolio,0,35,Implement database schema using mongoose,Done,dlhedglin,02-10-2020 17:05,30-10-2020 16:44,None
ChicoState/Portfolio,0,34,"Create an API endpoint that queries ""posts"" for a given user",Done,LWZearfoss,02-10-2020 17:05,04-10-2020 23:28,None
ChicoState/Portfolio,0,33,Create a form that allows a user to save written works to the database,Done,None,02-10-2020 17:04,04-10-2020 23:28,None
ChicoState/Portfolio,0,29,Create a mongodb cluster and connect to it with express.,Done,"dlhedglin,LWZearfoss",30-09-2020 13:10,01-10-2020 11:21,None
ChicoState/Portfolio,0,27,Basic user authentication using passport.js,Done,"dlhedglin,LWZearfoss",29-09-2020 19:11,01-10-2020 19:19,None
ChicoState/Portfolio,0,24,Go over Web application tutorials,Done,"dlhedglin,Colton0012,Joseph-Levin",21-09-2020 12:59,05-10-2020 00:20,None
ChicoState/Portfolio,0,23,Create sign-up and log-in forms,Done,Colton0012,21-09-2020 12:51,07-10-2020 12:05,None
ChicoState/Portfolio,0,22,Design basic Home page,Done,Joseph-Levin,21-09-2020 12:49,25-10-2020 14:46,None
ChicoState/Portfolio,0,21,Unique users page routing.,Done,"dlhedglin,LWZearfoss",21-09-2020 12:48,30-10-2020 16:44,None
ChicoState/Portfolio,0,20,Design Database Schema,Done,"dlhedglin,Colton0012,LWZearfoss,Joseph-Levin",21-09-2020 12:47,05-10-2020 00:20,None
ChicoState/Portfolio,0,19,Create Postgres Database,Done,None,21-09-2020 12:40,21-09-2020 15:00,None
ChicoState/Portfolio,0,18,"As a general user, I would like to create an account.",Done,"Colton0012,LWZearfoss",21-09-2020 12:37,19-10-2020 12:27,About half a week's worth of work
ChicoState/Portfolio,0,17,"As a painter, I want to post images of my paintings . ",Done,LWZearfoss,18-09-2020 17:32,07-10-2020 12:21,About half a week's worth of work
ChicoState/Portfolio,0,15,"As a musician, I want to post demos of songs.",Done,None,18-09-2020 17:32,19-10-2020 12:27,Full Week's worth of work
ChicoState/Portfolio,0,14,"As a user, I want to discover new talented individuals.",Done,dlhedglin,18-09-2020 17:31,16-11-2020 12:30,About half a week's worth of work
ChicoState/Portfolio,0,13,As a user I would like to filter posts by tags.,Done,"dlhedglin,Colton0012,LWZearfoss",18-09-2020 17:31,16-11-2020 12:28,About half a week's worth of work
ChicoState/Portfolio,0,11,"As a recruiter, I want to be able to see potential candidates that fit my desired requirements.",Done,"Colton0012,LWZearfoss",18-09-2020 17:31,07-12-2020 12:45,Very Large Task: Will probably take a full sprint with multiple people working on it
ChicoState/Portfolio,0,9,"As a director, I want to post videos of my films.",Done,None,18-09-2020 17:31,19-09-2020 15:44,None
ChicoState/Portfolio,0,6,"As a director, I want to post videos of my films.",Done,None,18-09-2020 17:31,19-10-2020 12:28,Full Week's worth of work
ChicoState/Portfolio,0,5,"As a writer, I want to post written works to my profile.",Done,"LWZearfoss,Joseph-Levin",18-09-2020 17:31,04-10-2020 23:28,About half a week's worth of work
ChicoState/Portfolio,0,4,"As a photographer, I want to be able to post my images.",Done,"dlhedglin,LWZearfoss",18-09-2020 17:31,19-10-2020 12:28,About half a week's worth of work
ChicoState/Portfolio,0,3,As a user I want to be able to search through different categories and browse other users' content.,Done,Colton0012,18-09-2020 17:31,16-11-2020 12:28,Full Week's worth of work
ChicoState/Revercipe,0,55,"As a user, I want to be able to search by category.",Done,brentde,None,07-12-2020 16:45,07-12-2020 16:55
ChicoState/Revercipe,0,53,"As a user, I want to be able to apply categories to the recipes I create.",Done,brentde,None,03-12-2020 20:47,07-12-2020 16:55
ChicoState/Revercipe,0,49,"As a user, I want to see a list of steps on how to re-create a recipe.",Done,BFlorek95,None,18-11-2020 12:21,07-12-2020 12:07
ChicoState/Revercipe,0,45,"As a user, I want to be able to save and view my favorite recipes.",Done,brentde,None,16-11-2020 12:34,01-12-2020 13:16
ChicoState/Revercipe,0,44,"As a user, I want to be able to favorite recipes and view a list of my favorites.",Done,brentde,None,16-11-2020 12:33,16-11-2020 14:54
ChicoState/Revercipe,0,40,"As a user, I want to be able to edit and delete recipes I've already created.",Done,brentde,None,02-11-2020 12:50,03-12-2020 20:43
ChicoState/Revercipe,0,39,"As a user, I want to have a detailed view of a recipe",Done,BFlorek95,None,02-11-2020 12:39,14-11-2020 17:52
ChicoState/Revercipe,0,38,"As a user, I want to be able to add ingredients to my recipes.",Done,brentde,None,02-11-2020 12:38,14-11-2020 14:19
ChicoState/Revercipe,0,36,"As a user, I want to be able to filter my search in various ways.",Done,Axanimander,None,02-11-2020 12:31,29-11-2020 14:30
ChicoState/Revercipe,0,30,Get the site hosted on the cloud,Done,None,None,28-10-2020 12:02,28-10-2020 12:03
ChicoState/Revercipe,0,29,"As a user, I want to be able to easily access a search bar at all times so that I can always search for recipes.",Done,BFlorek95,None,19-10-2020 12:25,02-11-2020 12:55
ChicoState/Revercipe,0,21,Develop database architecture,Done,brentde,None,30-09-2020 12:45,16-10-2020 10:05
ChicoState/Revercipe,0,19,"As a user, I want to be able to say I've made a recipe, and have a list of recipes I have made in my profile",Done,brentde,None,22-09-2020 10:17,16-11-2020 14:54
ChicoState/Revercipe,0,15,"As a user, I want to be able to also see recipes that require just a few more ingredients than I have",Done,Axanimander,None,22-09-2020 10:06,29-11-2020 14:30
ChicoState/Revercipe,0,12,"As a user, I want to be able to easily add ingredients so that I do not need to guess what is a listed ingredient",Done,"brentde,txiong11",None,19-09-2020 12:00,31-10-2020 17:43
ChicoState/Revercipe,0,11,"As a user, I want to be able to submit recipes so that others can search with ingredients and see my recipes",Done,brentde,None,19-09-2020 12:00,29-10-2020 22:41
ChicoState/Revercipe,0,10,"As a person who enjoys cooking as a hobby, I want to be able to communicate with others about our favorite recipes.",Done,brentde,None,19-09-2020 12:00,17-11-2020 13:28
ChicoState/Revercipe,0,9,As a user I want to be able to log in so that I can have a profile with my recipes and ingredients,Done,brentde,None,19-09-2020 12:00,15-10-2020 14:02
ChicoState/Revercipe,0,8,"As a user, I want to be able to search for recipes by category (vegan, mediterranean, etc.)",Done,"Axanimander,BFlorek95,brentde,txiong11",None,19-09-2020 12:00,04-10-2020 13:53
ChicoState/Revercipe,0,6,"As a user, I want an easy to navigate webpage.",Done,BFlorek95,None,19-09-2020 11:59,16-10-2020 18:37
ChicoState/Revercipe,0,4,"As a person who cares about the quality of my recipes, I want others to be able to rate the recipes that I post.",Done,brentde,None,19-09-2020 11:59,17-11-2020 13:28
ChicoState/Revercipe,0,3,"As a user, I want to be able to search by an ingredient and get results with recipes that have that ingredient",Done,"Axanimander,BFlorek95,brentde,txiong11",None,19-09-2020 11:54,02-10-2020 10:55
ChicoState/Revercipe,0,2,Determine data models,Done,Axanimander,None,19-09-2020 11:26,16-10-2020 10:05
ChicoState/Storebud,0,1,"As a new user, I want to be able to create an account, so that I can begin using the app and access all its features",Done,tanyabonilla,None,20-09-2020 15:54,19-10-2020 12:37
ChicoState/Storebud,0,5,"As a user, I would like to be able to apply coupons to my list of items in order to further compare prices.",To do,None,None,20-09-2020 18:59,None
ChicoState/Storebud,0,3,"As a budgeter, I would like to see the calculated price of my listed items including sales tax, so that I can have an estimate on how much I am spending per item.",In progress,"eBagaoisan,tanyabonilla,dlhazelton",None,20-09-2020 16:38,None
ChicoState/Storebud,0,8,"As a concerned thrift shopper, I would like to be able to know which products I am buying from which store without having to go back for products I may have missed.",In progress,None,None,07-10-2020 12:29,None
ChicoState/Storebud,0,6,"As a college student, I would like to find lower priced healthy foods, so I can eat better while saving for my tuition.",To do,None,None,20-09-2020 19:00,None
ChicoState/Storebud,0,4,"As a low income single parent, I would like to be able to search for the lowest costs for products that I am looking for.",In progress,None,None,20-09-2020 18:42,None
ChicoState/Storebud,0,11,"As a user, I would like to have the option to log out of my account.",In progress,tanyabonilla,1st Priority,08-11-2020 20:46,None
ChicoState/Storebud,0,4,"As a low income single parent, I would like to be able to search for the lowest costs for products that I am looking for.",To do,None,None,20-09-2020 18:42,None
ChicoState/Storebud,0,3,"As a budgeter, I would like to see the calculated price of my listed items including sales tax, so that I can have an estimate on how much I am spending per item.",In progress,"eBagaoisan,tanyabonilla,dlhazelton",None,20-09-2020 16:38,None
ChicoState/Storebud,0,8,"As a concerned thrift shopper, I would like to be able to know which products I am buying from which store without having to go back for products I may have missed.",To do,None,None,07-10-2020 12:29,None
ChicoState/WhattoWatch,0,17,"""Getting started"" on README.md",Done,chodges7,2 Points,08-10-2020 13:55,21-10-2020 12:02
ChicoState/WhattoWatch,0,14,"As a consumer, I want to be able to easily identify this product",Done,Lpecson,3 Points,30-09-2020 11:07,21-10-2020 12:02
ChicoState/WhattoWatch,0,11,As a User I want a easily accessible and clean UI [1],Done,None,None,21-09-2020 12:52,21-09-2020 12:53
ChicoState/WhattoWatch,0,9,"[Search Bar] As a person who pays for streaming services, I want to search for movies on those services all at once.",Done,chodges7,4 Points,20-09-2020 14:42,01-12-2020 21:26
ChicoState/WhattoWatch,0,8,"[Search bar] As a typical user, I want to watch popular movies / TV shows that I have access to.",Done,chodges7,4 Points,20-09-2020 14:40,01-12-2020 21:26
ChicoState/WhattoWatch,0,7,"as a personal user, I want to be able to edit a personal profile.",Done,chodges7,3 Points,18-09-2020 14:44,21-10-2020 12:02
ChicoState/WhattoWatch,0,6,"As a typical user, I want to have a centralized place to use this service",Done,vdhaka,5 Points,18-09-2020 13:56,21-10-2020 12:02
ChicoState/WhattoWatch,0,4,"As a personal user, I want to be able to customize my account with a profile picture like Netflix",Done,chodges7,2 Points,16-09-2020 23:37,20-10-2020 13:30
ChicoState/WhattoWatch,0,3,"As a typical user, I want a page that shows me what I haven't seen yet.",Done,chodges7,3 Points,16-09-2020 23:36,01-12-2020 21:26
ChicoState/WhattoWatch,0,5,"As a critic, I want to be able to add reviews to the movies, so that I can provide feedback.",To do,chodges7,1 Point,16-09-2020 23:41,None
ChicoState/WhattoWatch,0,5,"As a critic, I want to be able to add reviews to the movies, so that I can provide feedback.",In progress,chodges7,1 Point,16-09-2020 23:41,None
ChicoState/Assistop,0,33,We need to be able to turn on and off the assistant's communication,Done,None,09-04-2020 18:05,09-04-2020 18:06
ChicoState/Assistop,0,21,"[1] As an administrator, i would like to be able to control the assistop hotspot from the assistop webpage",Done,Dragongoat,02-03-2020 13:32,10-03-2020 08:21
ChicoState/Assistop,0,19,"[2] As a user, I would like a web page to see what devices my assistop is controlling",Done,garrett1001,02-03-2020 13:31,08-04-2020 13:05
ChicoState/Assistop,0,18,"[2] As a user, I would like to be able to see what devices the assistop is looking for in a webpage",Done,garrett1001,02-03-2020 13:30,11-03-2020 13:02
ChicoState/Assistop,0,17,[3] Be able to know what controlled devices are on the wlan0 network,Done,Pdhenson,02-03-2020 13:27,11-03-2020 11:14
ChicoState/Assistop,0,16,[3] Be able to know what controller devices are on the eth0 network,Done,Ramsfield,02-03-2020 13:27,09-03-2020 11:20
ChicoState/Assistop,0,5,"[2] As a user, I would like to save my registered devices and setting with my Assistop.",Done,garrett1001,24-02-2020 13:40,10-03-2020 17:38
ChicoState/Assistop,0,4,"[2] As a user, I would like to have a web page to be able to view the status of my Assistop.",Done,"Dragongoat,Pdhenson",24-02-2020 13:40,02-03-2020 13:37
ChicoState/BikeLock,0,18,Unit Testing for Locking and Unlocking Bike,Done,None,10-05-2020 00:00,10-05-2020 00:01,None
ChicoState/BikeLock,0,17,Unit Testing for Station Finder,Done,None,09-05-2020 15:50,09-05-2020 23:59,None
ChicoState/BikeLock,0,16,Unit Testing For User Sign In,Done,None,09-05-2020 14:45,09-05-2020 23:56,None
ChicoState/BikeLock,0,14,WebApp - API endpoint for user to check status of bike(s),Done,None,26-04-2020 22:05,10-05-2020 22:51,New feature or request
ChicoState/BikeLock,0,13,User Authentication for account against server,Done,None,29-03-2020 16:36,26-04-2020 20:08,None
ChicoState/BikeLock,0,11,WebApp - API endpoint to trigger call to Raspberry Pi lock API,Done,ericmajidian,10-03-2020 18:32,08-05-2020 18:21,New feature or request
ChicoState/BikeLock,0,10,WebApp API to PUT the state from a bike lock station,Done,ericmajidian,09-03-2020 19:45,10-03-2020 14:42,None
ChicoState/BikeLock,0,6,Set up docker+django for WebApp,Done,ericmajidian,04-03-2020 11:36,04-03-2020 11:37,None
ChicoState/BikeLock,0,5,Write lock and unlock API methods,Done,"ericmajidian,mitchmacF",03-03-2020 15:39,04-03-2020 12:07,None
ChicoState/BikeLock,0,4,Organize web API code,Done,"ericmajidian,mitchmacF",03-03-2020 15:38,04-03-2020 12:07,None
ChicoState/BikeLock,0,2,Initialize Buildable App Repo,Done,None,19-02-2020 13:27,03-03-2020 15:35,Good for newcomers
ChicoState/BikeLock,0,1,Web app base framework required,Done,None,19-02-2020 13:25,03-03-2020 15:35,Good for newcomers
ChicoState/BikeLock,0,9,Hardware/ WebApp connection,To-Do,None,04-03-2020 13:34,None,New feature or request
ChicoState/BookGrab,0,19,"As a buyer, I want to know if a book is really still for sale before bothering to reach out.",Done,None,None,26-04-2020 12:27,03-05-2020 22:57
ChicoState/BookGrab,0,17,"Automated user creations not displaying name properly on sell page, name comes up as ""null"".",Done,None,None,18-04-2020 14:33,26-04-2020 12:16
ChicoState/BookGrab,0,15,Account Register Doesn't link to Database,Done,jdlouhy,None,28-03-2020 16:24,18-04-2020 14:31
ChicoState/BookGrab,0,12,"As a buyer, I want to search for items that I am interested in buying.",Done,"stephenyoud,jmeadows4,jdlouhy",None,28-03-2020 16:10,01-05-2020 14:14
ChicoState/BookGrab,0,7,"As a user, I want to be able to sign out so that my information is protected if I am using a device other than my own.",Done,jdlouhy,None,04-03-2020 13:23,28-03-2020 16:26
ChicoState/BookGrab,0,6,"As a seller, I want to be able to provide a description of the item I am selling.",Done,"stephenyoud,jmeadows4",None,04-03-2020 13:22,28-03-2020 16:25
ChicoState/BookGrab,0,5,"As a user, I want a secure form of registering a login account that can be remembered by myself easily, either through my email and password or phone number.",Done,jdlouhy,None,04-03-2020 13:20,28-03-2020 16:26
ChicoState/BookGrab,0,3,Get Firebase working with our app,Done,"stephenyoud,jdlouhy",None,19-02-2020 13:29,02-03-2020 13:26
ChicoState/BookGrab,0,2,"As a user, I want to be able to log in.",Done,jdlouhy,None,17-02-2020 13:46,04-03-2020 12:41
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",Done,"stephenyoud,jmeadows4",None,17-02-2020 13:43,08-04-2020 13:09
ChicoState/BookGrab,0,26,"As a buyer, I want to filter by seller distance and price.",To do,None,None,10-05-2020 14:39,None
ChicoState/BookGrab,0,25,"As a user, I want to stay logged in even after I exit the app.",To do,None,None,10-05-2020 14:39,None
ChicoState/BookGrab,0,19,"As a buyer, I want to know if a book is really still for sale before bothering to reach out.",To do,None,None,26-04-2020 12:27,None
ChicoState/BSafe,0,14,"As a parent, I want to be sure this app has a secure means of access so that my child's information is safe should someone else use their phone.",Done,ssmathistad,Medium,12-04-2020 11:47,21-04-2020 20:37
ChicoState/BSafe,0,6,As a student I want to be able to know my current location when I walk home from class,Done,"ssmathistad,callison98",None,02-03-2020 17:49,03-03-2020 01:16
ChicoState/BSafe,0,5,"As a commuter, I want to be able to check-in and tell people I trust that I’ve arrived at a destination by a certain time, so I can tell them I made it safely.",Done,"BBBrando,lthornton1",None,18-02-2020 18:01,04-05-2020 23:13
ChicoState/BSafe,0,4,"As a friend, I want to be sure my other friends have a discrete means of contacting me so that they can message me when they’re in danger.",Done,"BBBrando,lthornton1",None,18-02-2020 18:00,04-05-2020 23:13
ChicoState/BSafe,0,1,"As a pedestrian, I want to be able to navigate the app easily, so that it’s clear where my options are in situations of distress.",Done,ssmathistad,Medium,18-02-2020 17:51,21-04-2020 20:37
ChicoState/DietFit,0,7,As a user i would like a meal plan and workout plan to be generated for me,Done,None,18-02-2020 19:23,18-02-2020 19:34,None
ChicoState/DietFit,0,6,As a user I would like to pick my type of diet and get a list of recipes that would be good to eat,Done,None,18-02-2020 19:15,18-02-2020 19:35,Vote
ChicoState/DietFit,0,3,"As a user, I would like to track my calories",Done,None,18-02-2020 18:38,18-02-2020 19:37,None
ChicoState/DietFit,0,9,"As a jogger, I would like a fitness app where I can store my progress",To do,"connor-richards,Omnibyte27",02-03-2020 13:09,None,vote
ChicoState/DietFit,0,20,As a user I'd like to have a well polished looking app.,In progress,Omnibyte27,09-05-2020 11:26,None,vote
ChicoState/DietFit,0,19,"As a simple user, I would like a bug free environment.",In progress,"mastenl,connor-richards",09-05-2020 11:26,None,vote
ChicoState/DiscountAlcohol,0,19,"As a common user interacting with the app, I want to have a unique and catchy launcher icon inorder for me to distinguish this app from the others ",Done,AustinPope,None,11-04-2020 11:24,10-05-2020 18:02
ChicoState/DiscountAlcohol,0,14,"As a user, I want to see a centralized theme that is easy to distinguish different parts of the app, in order to ease usibility and functionality",Done,"cpwilsonChico,arvoytan",None,25-03-2020 12:20,10-05-2020 18:02
ChicoState/DiscountAlcohol,0,13,"as a consumer of mixed drinks, I would like to know the price of everything i need at a single store.",Done,"askudlarek,cpwilsonChico,AustinPope",None,25-03-2020 12:18,10-05-2020 18:02
ChicoState/DiscountAlcohol,0,8,"As a mixologist, I want to find the cheapest places to buy particular drinks in order to make cheap cocktails.",Done,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:05,10-05-2020 18:02
