Repository Name,Total Closed Issues,Issue Number,Issue Title,Issue Status,Assignees,Labels,Issue Created At,Issue Closed At,Closed By
ChicoState/Playbuddy,0,44,Backend: Add logout route,To do,"RetroJect,Zungrysoft",None,19-10-2020 15:10,None,None
ChicoState/Playbuddy,0,43,Backend: Add login route,To do,"RetroJect,Zungrysoft",None,19-10-2020 15:09,None,None
ChicoState/Playbuddy,0,42,Backend: Add Authentication Middleware,To do,"RetroJect,Zungrysoft",None,19-10-2020 15:09,None,None
ChicoState/Playbuddy,0,32,Backend: Add request for editing activities,In progress,Zungrysoft,None,07-10-2020 15:44,None,None
ChicoState/Playbuddy,0,14,"Frontend: Add ""User Profile"" page",In progress,"mansidogra1,Viraj-Sonavane",New feature or request,23-09-2020 20:11,None,None
ChicoState/Playbuddy,0,41,Create repository documentation,In progress,RetroJect,Improvements or additions to documentation,16-10-2020 19:25,None,None
ChicoState/Playbuddy,0,40,Connected backend with database,Reviewer approved,Zungrysoft,None,15-10-2020 21:11,None,None
ChicoState/Playbuddy,0,34,Commits for Issue 15,Reviewer approved,th3n1ghtmanc0m3th,None,11-10-2020 21:12,None,None
ChicoState/Playbuddy,0,41,Create repository documentation,To do,RetroJect,Improvements or additions to documentation,16-10-2020 19:25,None,None
ChicoState/Playbuddy,0,40,Connected backend with database,Review in progress,Zungrysoft,None,15-10-2020 21:11,None,None
ChicoState/Playbuddy,0,40,Connected backend with database,In progress,Zungrysoft,None,15-10-2020 21:11,None,None
ChicoState/Playbuddy,0,53,Pages Added,Review in progress,Viraj-Sonavane,None,25-10-2020 20:24,None,Colton0012
ChicoState/Playbuddy,0,66,Travis-CI integration,In progress,RetroJect,None,02-11-2020 14:50,None,Colton0012
ChicoState/Playbuddy,0,65,Update activity route to send User data,In progress,RetroJect,None,02-11-2020 14:25,None,None
ChicoState/Playbuddy,0,64,"Backend: Add ""POST editUser"" route",To do,RetroJect,None,02-11-2020 11:30,None,None
ChicoState/Playbuddy,0,8,Add Travis CI integration,In progress,RetroJect,travis-ci.org,23-09-2020 20:10,None,None
ChicoState/Playbuddy,0,63,"Backend: Add ""GET search"" route",To do,None,None,02-11-2020 11:29,None,None
ChicoState/Playbuddy,0,62,"Backend: Add ""POST createUser"" route",To do,RetroJect,None,02-11-2020 11:29,None,None
ChicoState/Playbuddy,0,61,"Backend: Add ""GET user"" route",To do,RetroJect,None,02-11-2020 11:29,None,None
ChicoState/Playbuddy,0,5,"As I user, I would like to be able to delete my account",In progress,"mansidogra1,Viraj-Sonavane",None,21-09-2020 15:21,None,None
ChicoState/Playbuddy,0,2,"User story: As a user,  I would like to have a profile that other users can view",In progress,RetroJect,None,20-09-2020 20:12,None,None
ChicoState/Playbuddy,0,59,modify activitiyPage to include fetch data from api,Review in progress,th3n1ghtmanc0m3th,None,01-11-2020 12:17,None,None
ChicoState/Playbuddy,0,59,modify activitiyPage to include fetch data from api,In progress,th3n1ghtmanc0m3th,None,01-11-2020 12:17,None,None
ChicoState/Playbuddy,0,54,"Implemented edit request, added start/end dates to activities, added search features",Reviewer approved,None,None,26-10-2020 16:59,None,None
ChicoState/Playbuddy,0,58,Documentation upgrade,Reviewer approved,RetroJect,Improvements or additions to documentation,30-10-2020 18:01,None,None
ChicoState/Playbuddy,0,58,Documentation upgrade,In progress,RetroJect,Improvements or additions to documentation,30-10-2020 18:01,None,None
ChicoState/Playbuddy,0,57,Add host check to protect against host header attacks,To do,None,None,29-10-2020 02:50,None,None
ChicoState/Playbuddy,0,56,Add CSRF Protection,To do,None,None,29-10-2020 01:43,None,None
ChicoState/Playbuddy,0,53,Pages Added,In progress,Viraj-Sonavane,None,25-10-2020 20:24,None,None
ChicoState/Playbuddy,0,53,Pages Added,Review in progress,Viraj-Sonavane,None,25-10-2020 20:24,None,None
ChicoState/Playbuddy,0,54,"Implemented edit request, added start/end dates to activities, added search features",Review in progress,None,None,26-10-2020 16:59,None,None
ChicoState/Playbuddy,0,54,"Implemented edit request, added start/end dates to activities, added search features",In progress,None,None,26-10-2020 16:59,None,None
ChicoState/Playbuddy,0,53,Pages Added,In progress,Viraj-Sonavane,None,25-10-2020 20:24,None,None
ChicoState/Playbuddy,0,77,Frontend: Add page for creating an Activity,In progress,th3n1ghtmanc0m3th,None,02-12-2020 15:14,None,Joseph-Levin
ChicoState/Playbuddy,0,78,Backend: Add tests with Jest,In progress,Zungrysoft,None,02-12-2020 15:14,None,Joseph-Levin
ChicoState/Playbuddy,0,78,Backend: Add tests with Jest,To do,Zungrysoft,None,02-12-2020 15:14,None,Joseph-Levin
ChicoState/Playbuddy,0,77,Frontend: Add page for creating an Activity,To do,th3n1ghtmanc0m3th,None,02-12-2020 15:14,None,None
ChicoState/Playbuddy,0,71,Update index.js line #10 and line #16,Reviewer approved,mansidogra1,None,16-11-2020 14:21,None,None
ChicoState/Playbuddy,0,72,updated line #22,Reviewer approved,mansidogra1,None,16-11-2020 14:29,None,None
ChicoState/Playbuddy,0,74,Added user routes,Reviewer approved,RetroJect,None,29-11-2020 17:41,None,None
ChicoState/Playbuddy,0,59,modify activitiyPage to include fetch data from api,Reviewer approved,th3n1ghtmanc0m3th,None,01-11-2020 12:17,None,None
ChicoState/Playbuddy,0,74,Added user routes,Review in progress,RetroJect,None,29-11-2020 17:41,None,None
ChicoState/Playbuddy,0,74,Added user routes,In progress,RetroJect,None,29-11-2020 17:41,None,None
ChicoState/Playbuddy,0,66,Travis-CI integration,Reviewer approved,RetroJect,None,02-11-2020 14:50,None,None
ChicoState/Playbuddy,0,71,Update index.js line #10 and line #16,In progress,mansidogra1,None,16-11-2020 14:21,None,None
ChicoState/Playbuddy,0,73,Activity page updated - Add UI for activity list filter issue #46,In progress,mansidogra1,None,16-11-2020 14:32,None,None
ChicoState/Playbuddy,0,72,updated line #22,In progress,mansidogra1,None,16-11-2020 14:29,None,None
ChicoState/Playbuddy,0,65,Update activity route to send User data,Reviewer approved,RetroJect,None,02-11-2020 14:25,None,None
ChicoState/Playbuddy,0,69,Issue #33: Add request for editing user profile,In progress,mansidogra1,None,09-11-2020 09:53,None,None
ChicoState/Playbuddy,0,70,Updated index.js for mongoURL path,In progress,mansidogra1,None,09-11-2020 09:58,None,None
ChicoState/Playbuddy,0,64,"Backend: Add ""POST editUser"" route",In progress,RetroJect,None,02-11-2020 11:30,None,None
ChicoState/Playbuddy,0,62,"Backend: Add ""POST createUser"" route",In progress,RetroJect,None,02-11-2020 11:29,None,None
ChicoState/Playbuddy,0,61,"Backend: Add ""GET user"" route",In progress,RetroJect,None,02-11-2020 11:29,None,None
ChicoState/Playbuddy,0,85,Added zipcode-based distance check to search,Reviewer approved,Zungrysoft,None,09-12-2020 14:48,None,None
ChicoState/Playbuddy,0,88,Update eslint,In progress,RetroJect,None,13-12-2020 13:30,None,None
ChicoState/Playbuddy,0,85,Added zipcode-based distance check to search,In progress,Zungrysoft,None,09-12-2020 14:48,None,None
ChicoState/Playbuddy,0,87,"User Story: As a user, I want to know which are on-going games or events around me right now to join-in",In progress,None,None,10-12-2020 12:45,None,None
ChicoState/Playbuddy,0,84,Update Travis config to run backend tests,Reviewer approved,RetroJect,None,09-12-2020 12:03,None,None
ChicoState/Playbuddy,0,84,Update Travis config to run backend tests,In progress,RetroJect,None,09-12-2020 12:03,None,None
ChicoState/Playbuddy,0,83,Cleanup Frontend,Reviewer approved,RetroJect,None,08-12-2020 17:54,None,None
ChicoState/Playbuddy,0,83,Cleanup Frontend,In progress,RetroJect,None,08-12-2020 17:54,None,None
ChicoState/Playbuddy,0,81,added create activity page,Reviewer approved,th3n1ghtmanc0m3th,None,05-12-2020 15:52,None,None
ChicoState/Playbuddy,0,81,added create activity page,In progress,th3n1ghtmanc0m3th,None,05-12-2020 15:52,None,None
ChicoState/Playbuddy,0,70,Updated index.js for mongoURL path,Reviewer approved,mansidogra1,None,09-11-2020 09:58,None,None
ChicoState/Playbuddy,0,70,Updated index.js for mongoURL path,Review in progress,mansidogra1,None,09-11-2020 09:58,None,None
ChicoState/Portfolio,0,5,"As a writer, I want to post written works to my profile.",To Do,"LWZearfoss,Joseph-Levin",About half a week's worth of work,18-09-2020 17:31,None,None
ChicoState/Portfolio,0,3,As a user I want to be able to search through different categories and browse other users' content.,To Do,Colton0012,Full Week's worth of work,18-09-2020 17:31,None,None
ChicoState/Portfolio,0,4,"As a photographer, I want to be able to post my images.",To Do,"dlhedglin,LWZearfoss",About half a week's worth of work,18-09-2020 17:31,None,None
ChicoState/Portfolio,0,7,As a general user I would like to chat with other users about their works.,To Do,"dlhedglin,Colton0012",Very Large Task: Will probably take a full sprint with multiple people working on it,18-09-2020 17:31,None,None
ChicoState/Portfolio,0,5,"As a writer, I want to post written works to my profile.",To Do,"LWZearfoss,Joseph-Levin",About half a week's worth of work,18-09-2020 17:31,None,None
ChicoState/Revercipe,0,55,"As a user, I want to be able to search by category.",Done,brentde,None,07-12-2020 16:45,07-12-2020 16:55,brentde
ChicoState/Revercipe,0,53,"As a user, I want to be able to apply categories to the recipes I create.",Done,brentde,None,03-12-2020 20:47,07-12-2020 16:55,brentde
ChicoState/Revercipe,0,49,"As a user, I want to see a list of steps on how to re-create a recipe.",Done,BFlorek95,None,18-11-2020 12:21,07-12-2020 12:07,BFlorek95
ChicoState/Revercipe,0,45,"As a user, I want to be able to save and view my favorite recipes.",Done,brentde,None,16-11-2020 12:34,01-12-2020 13:16,brentde
ChicoState/Revercipe,0,44,"As a user, I want to be able to favorite recipes and view a list of my favorites.",Done,brentde,None,16-11-2020 12:33,16-11-2020 14:54,brentde
ChicoState/Revercipe,0,40,"As a user, I want to be able to edit and delete recipes I've already created.",Done,brentde,None,02-11-2020 12:50,03-12-2020 20:43,brentde
ChicoState/Revercipe,0,39,"As a user, I want to have a detailed view of a recipe",Done,BFlorek95,None,02-11-2020 12:39,14-11-2020 17:52,BFlorek95
ChicoState/Revercipe,0,38,"As a user, I want to be able to add ingredients to my recipes.",Done,brentde,None,02-11-2020 12:38,14-11-2020 14:19,brentde
ChicoState/Revercipe,0,36,"As a user, I want to be able to filter my search in various ways.",Done,Axanimander,None,02-11-2020 12:31,29-11-2020 14:30,Axanimander
ChicoState/Revercipe,0,30,Get the site hosted on the cloud,Done,None,None,28-10-2020 12:02,28-10-2020 12:03,Axanimander
ChicoState/Revercipe,0,29,"As a user, I want to be able to easily access a search bar at all times so that I can always search for recipes.",Done,BFlorek95,None,19-10-2020 12:25,02-11-2020 12:55,BFlorek95
ChicoState/Revercipe,0,21,Develop database architecture,Done,brentde,None,30-09-2020 12:45,16-10-2020 10:05,Axanimander
ChicoState/Revercipe,0,19,"As a user, I want to be able to say I've made a recipe, and have a list of recipes I have made in my profile",Done,brentde,None,22-09-2020 10:17,16-11-2020 14:54,brentde
ChicoState/Revercipe,0,15,"As a user, I want to be able to also see recipes that require just a few more ingredients than I have",Done,Axanimander,None,22-09-2020 10:06,29-11-2020 14:30,Axanimander
ChicoState/Revercipe,0,12,"As a user, I want to be able to easily add ingredients so that I do not need to guess what is a listed ingredient",Done,"brentde,txiong11",None,19-09-2020 12:00,31-10-2020 17:43,brentde
ChicoState/Revercipe,0,11,"As a user, I want to be able to submit recipes so that others can search with ingredients and see my recipes",Done,brentde,None,19-09-2020 12:00,29-10-2020 22:41,brentde
ChicoState/Revercipe,0,10,"As a person who enjoys cooking as a hobby, I want to be able to communicate with others about our favorite recipes.",Done,brentde,None,19-09-2020 12:00,17-11-2020 13:28,brentde
ChicoState/Revercipe,0,9,As a user I want to be able to log in so that I can have a profile with my recipes and ingredients,Done,brentde,None,19-09-2020 12:00,15-10-2020 14:02,brentde
ChicoState/Revercipe,0,8,"As a user, I want to be able to search for recipes by category (vegan, mediterranean, etc.)",Done,"Axanimander,BFlorek95,brentde,txiong11",None,19-09-2020 12:00,04-10-2020 13:53,brentde
ChicoState/Revercipe,0,6,"As a user, I want an easy to navigate webpage.",Done,BFlorek95,None,19-09-2020 11:59,16-10-2020 18:37,BFlorek95
ChicoState/Revercipe,0,4,"As a person who cares about the quality of my recipes, I want others to be able to rate the recipes that I post.",Done,brentde,None,19-09-2020 11:59,17-11-2020 13:28,brentde
ChicoState/Revercipe,0,3,"As a user, I want to be able to search by an ingredient and get results with recipes that have that ingredient",Done,"Axanimander,BFlorek95,brentde,txiong11",None,19-09-2020 11:54,02-10-2020 10:55,Axanimander
ChicoState/Revercipe,0,2,Determine data models,Done,Axanimander,None,19-09-2020 11:26,16-10-2020 10:05,Axanimander
ChicoState/Revercipe,0,8,"As a user, I want to be able to search for recipes by category (vegan, mediterranean, etc.)",In progress,"Axanimander,BFlorek95,brentde,txiong11",None,19-09-2020 12:00,None,None
ChicoState/Revercipe,0,3,"As a user, I want to be able to search by an ingredient and get results with recipes that have that ingredient",In progress,"Axanimander,BFlorek95,brentde,txiong11",None,19-09-2020 11:54,None,None
ChicoState/Revercipe,0,8,"As a user, I want to be able to search for recipes by category (vegan, mediterranean, etc.)",To do,"Axanimander,BFlorek95,brentde,txiong11",None,19-09-2020 12:00,None,None
ChicoState/Revercipe,0,9,As a user I want to be able to log in so that I can have a profile with my recipes and ingredients,To do,brentde,None,19-09-2020 12:00,None,None
ChicoState/Revercipe,0,3,"As a user, I want to be able to search by an ingredient and get results with recipes that have that ingredient",To do,"Axanimander,BFlorek95,brentde,txiong11",None,19-09-2020 11:54,None,None
ChicoState/Revercipe,0,6,"As a user, I want an easy to navigate webpage.",To do,BFlorek95,None,19-09-2020 11:59,None,None

ChicoState/Storebud,0,1,"As a new user, I want to be able to create an account, so that I can begin using the app and access all its features",Done,tanyabonilla,None,20-09-2020 15:54,19-10-2020 12:37,tanyabonilla
ChicoState/Storebud,0,5,"As a user, I would like to be able to apply coupons to my list of items in order to further compare prices.",To do,None,None,20-09-2020 18:59,None,None
ChicoState/Storebud,0,3,"As a budgeter, I would like to see the calculated price of my listed items including sales tax, so that I can have an estimate on how much I am spending per item.",In progress,"eBagaoisan,tanyabonilla,dlhazelton",None,20-09-2020 16:38,None,None
ChicoState/Storebud,0,8,"As a concerned thrift shopper, I would like to be able to know which products I am buying from which store without having to go back for products I may have missed.",In progress,None,None,07-10-2020 12:29,None,None
ChicoState/Storebud,0,6,"As a college student, I would like to find lower priced healthy foods, so I can eat better while saving for my tuition.",To do,None,None,20-09-2020 19:00,None,None
ChicoState/Storebud,0,4,"As a low income single parent, I would like to be able to search for the lowest costs for products that I am looking for.",In progress,None,None,20-09-2020 18:42,None,None
ChicoState/Storebud,0,11,"As a user, I would like to have the option to log out of my account.",In progress,tanyabonilla,1st Priority,08-11-2020 20:46,None,None
ChicoState/Storebud,0,4,"As a low income single parent, I would like to be able to search for the lowest costs for products that I am looking for.",To do,None,None,20-09-2020 18:42,None,None
ChicoState/Storebud,0,3,"As a budgeter, I would like to see the calculated price of my listed items including sales tax, so that I can have an estimate on how much I am spending per item.",In progress,"eBagaoisan,tanyabonilla,dlhazelton",None,20-09-2020 16:38,None,None
ChicoState/Storebud,0,8,"As a concerned thrift shopper, I would like to be able to know which products I am buying from which store without having to go back for products I may have missed.",To do,None,None,07-10-2020 12:29,None,None
ChicoState/Storebud,0,3,"As a budgeter, I would like to see the calculated price of my listed items including sales tax, so that I can have an estimate on how much I am spending per item.",To do,"eBagaoisan,tanyabonilla,dlhazelton",None,20-09-2020 16:38,None,None
ChicoState/Storebud,0,1,"As a new user, I want to be able to create an account, so that I can begin using the app and access all its features",In progress,tanyabonilla,None,20-09-2020 15:54,None,None
ChicoState/Storebud,0,2,"As a user, I would like to be able to create a list of items that I need from the store, so that I can have it stored in the app for future reference.",In progress,"eBagaoisan,dlhazelton",1st Priority,20-09-2020 16:06,None,None
ChicoState/Storebud,0,1,"As a new user, I want to be able to create an account, so that I can begin using the app and access all its features",To do,tanyabonilla,None,20-09-2020 15:54,None,None
ChicoState/Storebud,0,1,"As a new user, I want to be able to create an account, so that I can begin using the app and access all its features",To do,tanyabonilla,None,20-09-2020 15:54,None,None
ChicoState/Storebud,0,2,"As a user, I would like to be able to create a list of items that I need from the store, so that I can have it stored in the app for future reference.",To do,"eBagaoisan,dlhazelton",1st Priority,20-09-2020 16:06,None,None
ChicoState/Storebud,0,1,"As a new user, I want to be able to create an account, so that I can begin using the app and access all its features",To do,tanyabonilla,None,20-09-2020 15:54,None,None

ChicoState/WhattoWatch,0,17,"""Getting started"" on README.md",Done,chodges7,2 Points,08-10-2020 13:55,21-10-2020 12:02,chodges7
ChicoState/WhattoWatch,0,14,"As a consumer, I want to be able to easily identify this product",Done,Lpecson,3 Points,30-09-2020 11:07,21-10-2020 12:02,chodges7
ChicoState/WhattoWatch,0,11,As a User I want a easily accessible and clean UI [1],Done,None,None,21-09-2020 12:52,21-09-2020 12:53,Lpecson
ChicoState/WhattoWatch,0,9,"[Search Bar] As a person who pays for streaming services, I want to search for movies on those services all at once.",Done,chodges7,4 Points,20-09-2020 14:42,01-12-2020 21:26,chodges7
ChicoState/WhattoWatch,0,8,"[Search bar] As a typical user, I want to watch popular movies / TV shows that I have access to.",Done,chodges7,4 Points,20-09-2020 14:40,01-12-2020 21:26,chodges7
ChicoState/WhattoWatch,0,7,"as a personal user, I want to be able to edit a personal profile.",Done,chodges7,3 Points,18-09-2020 14:44,21-10-2020 12:02,chodges7
ChicoState/WhattoWatch,0,6,"As a typical user, I want to have a centralized place to use this service",Done,vdhaka,5 Points,18-09-2020 13:56,21-10-2020 12:02,chodges7
ChicoState/WhattoWatch,0,4,"As a personal user, I want to be able to customize my account with a profile picture like Netflix",Done,chodges7,2 Points,16-09-2020 23:37,20-10-2020 13:30,chodges7
ChicoState/WhattoWatch,0,3,"As a typical user, I want a page that shows me what I haven't seen yet.",Done,chodges7,3 Points,16-09-2020 23:36,01-12-2020 21:26,chodges7
ChicoState/WhattoWatch,0,10,"as a person, I want to eat",In progress,Lpecson,1 Point,21-09-2020 12:40,None,None
ChicoState/WhattoWatch,0,10,"as a person, I want to eat",To do,Lpecson,1 Point,21-09-2020 12:40,None,None
ChicoState/WhattoWatch,0,7,"as a personal user, I want to be able to edit a personal profile.",To do,chodges7,3 Points,18-09-2020 14:44,None,None
ChicoState/WhattoWatch,0,4,"As a personal user, I want to be able to customize my account with a profile picture like Netflix",To do,chodges7,2 Points,16-09-2020 23:37,None,None
ChicoState/WhattoWatch,0,1,"As a typical user, I don't want to have to sign in to my Netflix, Hulu, and Amazon accounts every time I use WTW.",To do,None,3 Points,16-09-2020 23:33,None,None
ChicoState/WhattoWatch,0,6,"As a typical user, I want to have a centralized place to use this service",To do,vdhaka,5 Points,18-09-2020 13:56,None,None
ChicoState/Assistop,0,33,We need to be able to turn on and off the assistant's communication,Done,None,09-04-2020 18:05,09-04-2020 18:06,Pdhenson
ChicoState/Assistop,0,21,"[1] As an administrator, i would like to be able to control the assistop hotspot from the assistop webpage",Done,Dragongoat,02-03-2020 13:32,10-03-2020 08:21,Pdhenson
ChicoState/Assistop,0,19,"[2] As a user, I would like a web page to see what devices my assistop is controlling",Done,garrett1001,02-03-2020 13:31,08-04-2020 13:05,garrett1001
ChicoState/Assistop,0,18,"[2] As a user, I would like to be able to see what devices the assistop is looking for in a webpage",Done,garrett1001,02-03-2020 13:30,11-03-2020 13:02,Ramsfield
ChicoState/Assistop,0,17,[3] Be able to know what controlled devices are on the wlan0 network,Done,Pdhenson,02-03-2020 13:27,11-03-2020 11:14,Ramsfield
ChicoState/Assistop,0,16,[3] Be able to know what controller devices are on the eth0 network,Done,Ramsfield,02-03-2020 13:27,09-03-2020 11:20,Dragongoat
ChicoState/Assistop,0,5,"[2] As a user, I would like to save my registered devices and setting with my Assistop.",Done,garrett1001,24-02-2020 13:40,10-03-2020 17:38,garrett1001
ChicoState/Assistop,0,4,"[2] As a user, I would like to have a web page to be able to view the status of my Assistop.",Done,"Dragongoat,Pdhenson",24-02-2020 13:40,02-03-2020 13:37,Dragongoat
ChicoState/Assistop,0,6,"[3] As a user, I would like to be able to add new devices that Assistop looks for to determine if someone is home.",In progress,"Ramsfield,Pdhenson",24-02-2020 13:40,None,None
ChicoState/Assistop,0,6,"[3] As a user, I would like to be able to add new devices that Assistop looks for to determine if someone is home.",To do,"Ramsfield,Pdhenson",24-02-2020 13:40,None,None
ChicoState/Assistop,0,5,"[2] As a user, I would like to save my registered devices and setting with my Assistop.",To do,garrett1001,24-02-2020 13:40,None,None
ChicoState/Assistop,0,4,"[2] As a user, I would like to have a web page to be able to view the status of my Assistop.",In progress,"Dragongoat,Pdhenson",24-02-2020 13:40,None,None
ChicoState/BikeLock,0,18,Unit Testing for Locking and Unlocking Bike,Done,None,10-05-2020 00:00,10-05-2020 00:01,mitchmacF,None
ChicoState/BikeLock,0,17,Unit Testing for Station Finder,Done,None,09-05-2020 15:50,09-05-2020 23:59,mitchmacF,None
ChicoState/BikeLock,0,16,Unit Testing For User Sign In,Done,None,09-05-2020 14:45,09-05-2020 23:56,mitchmacF,None
ChicoState/BikeLock,0,14,WebApp - API endpoint for user to check status of bike(s),Done,None,26-04-2020 22:05,10-05-2020 22:51,ericmajidian,New feature or request
ChicoState/BikeLock,0,13,User Authentication for account against server,Done,None,29-03-2020 16:36,26-04-2020 20:08,carlonavone,None
ChicoState/BikeLock,0,11,WebApp - API endpoint to trigger call to Raspberry Pi lock API,Done,ericmajidian,10-03-2020 18:32,08-05-2020 18:21,ericmajidian,New feature or request
ChicoState/BikeLock,0,10,WebApp API to PUT the state from a bike lock station,Done,ericmajidian,09-03-2020 19:45,10-03-2020 14:42,ericmajidian,None
ChicoState/BikeLock,0,6,Set up docker+django for WebApp,Done,ericmajidian,04-03-2020 11:36,04-03-2020 11:37,ericmajidian,None
ChicoState/BikeLock,0,5,Write lock and unlock API methods,Done,"ericmajidian,mitchmacF",03-03-2020 15:39,04-03-2020 12:07,ericmajidian,None
ChicoState/BikeLock,0,4,Organize web API code,Done,"ericmajidian,mitchmacF",03-03-2020 15:38,04-03-2020 12:07,ericmajidian,None
ChicoState/BikeLock,0,2,Initialize Buildable App Repo,Done,None,19-02-2020 13:27,03-03-2020 15:35,ericmajidian,Good for newcomers
ChicoState/BikeLock,0,1,Web app base framework required,Done,None,19-02-2020 13:25,03-03-2020 15:35,ericmajidian,Good for newcomers
ChicoState/BikeLock,0,9,Hardware/ WebApp connection,To-Do,None,04-03-2020 13:34,None,None,New feature or request
ChicoState/BikeLock,0,7,Hardware - Bike Rack State Getter,To-Do,None,04-03-2020 12:04,None,None,New feature or request
ChicoState/BikeLock,0,9,Hardware/ WebApp connection,To-Do,None,04-03-2020 13:34,None,None,New feature or request
ChicoState/BikeLock,0,7,Hardware - Bike Rack State Getter,In progress,None,04-03-2020 12:04,None,None,New feature or request
ChicoState/BikeLock,0,1,Web app base framework required,In progress,None,19-02-2020 13:25,None,None,Good for newcomers
ChicoState/BikeLock,0,1,Web app base framework required,In progress,None,19-02-2020 13:25,None,None,Good for newcomers
ChicoState/BikeLock,0,1,Web app base framework required,In progress,None,19-02-2020 13:25,None,None,Good for newcomers
ChicoState/BikeLock,0,2,Initialize Buildable App Repo,In progress,None,19-02-2020 13:27,None,None,Good for newcomers
ChicoState/BikeLock,0,1,Web app base framework required,To do,None,19-02-2020 13:25,None,None,Good for newcomers
ChicoState/BikeLock,0,1,Web app base framework required,To do,None,19-02-2020 13:25,None,None,Good for newcomers
ChicoState/BikeLock,0,2,Initialize Buildable App Repo,To do,None,19-02-2020 13:27,None,None,Good for newcomers
ChicoState/BookGrab,0,19,"As a buyer, I want to know if a book is really still for sale before bothering to reach out.",Done,None,None,26-04-2020 12:27,03-05-2020 22:57,jdlouhy
ChicoState/BookGrab,0,17,"Automated user creations not displaying name properly on sell page, name comes up as ""null"".",Done,None,None,18-04-2020 14:33,26-04-2020 12:16,jdlouhy
ChicoState/BookGrab,0,15,Account Register Doesn't link to Database,Done,jdlouhy,None,28-03-2020 16:24,18-04-2020 14:31,jdlouhy
ChicoState/BookGrab,0,12,"As a buyer, I want to search for items that I am interested in buying.",Done,"stephenyoud,jmeadows4,jdlouhy",None,28-03-2020 16:10,01-05-2020 14:14,jmeadows4
ChicoState/BookGrab,0,7,"As a user, I want to be able to sign out so that my information is protected if I am using a device other than my own.",Done,jdlouhy,None,04-03-2020 13:23,28-03-2020 16:26,jmeadows4
ChicoState/BookGrab,0,6,"As a seller, I want to be able to provide a description of the item I am selling.",Done,"stephenyoud,jmeadows4",None,04-03-2020 13:22,28-03-2020 16:25,jmeadows4
ChicoState/BookGrab,0,5,"As a user, I want a secure form of registering a login account that can be remembered by myself easily, either through my email and password or phone number.",Done,jdlouhy,None,04-03-2020 13:20,28-03-2020 16:26,jmeadows4
ChicoState/BookGrab,0,3,Get Firebase working with our app,Done,"stephenyoud,jdlouhy",None,19-02-2020 13:29,02-03-2020 13:26,jdlouhy
ChicoState/BookGrab,0,2,"As a user, I want to be able to log in.",Done,jdlouhy,None,17-02-2020 13:46,04-03-2020 12:41,jdlouhy
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",Done,"stephenyoud,jmeadows4",None,17-02-2020 13:43,08-04-2020 13:09,jmeadows4
ChicoState/BookGrab,0,6,"As a seller, I want to be able to provide a description of the item I am selling.",To do,"stephenyoud,jmeadows4",None,04-03-2020 13:22,None,None
ChicoState/BookGrab,0,5,"As a user, I want a secure form of registering a login account that can be remembered by myself easily, either through my email and password or phone number.",In progress,jdlouhy,None,04-03-2020 13:20,None,None
ChicoState/BookGrab,0,5,"As a user, I want a secure form of registering a login account that can be remembered by myself easily, either through my email and password or phone number.",In progress,jdlouhy,None,04-03-2020 13:20,None,None
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",In progress,"stephenyoud,jmeadows4",None,17-02-2020 13:43,None,None
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",To do,"stephenyoud,jmeadows4",None,17-02-2020 13:43,None,None
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",In progress,"stephenyoud,jmeadows4",None,17-02-2020 13:43,None,None
ChicoState/BookGrab,0,2,"As a user, I want to be able to log in.",Review in progress,jdlouhy,None,17-02-2020 13:46,None,None
ChicoState/BookGrab,0,2,"As a user, I want to be able to log in.",Review in progress,jdlouhy,None,17-02-2020 13:46,None,None
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",To do,"stephenyoud,jmeadows4",None,17-02-2020 13:43,None,None
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",In progress,"stephenyoud,jmeadows4",None,17-02-2020 13:43,None,None
ChicoState/BookGrab,0,2,"As a user, I want to be able to log in.",In progress,jdlouhy,None,17-02-2020 13:46,None,None
ChicoState/BookGrab,0,3,Get Firebase working with our app,In progress,"stephenyoud,jdlouhy",None,19-02-2020 13:29,None,None
ChicoState/BookGrab,0,3,Get Firebase working with our app,In progress,"stephenyoud,jdlouhy",None,19-02-2020 13:29,None,None
ChicoState/BookGrab,0,3,Get Firebase working with our app,To do,"stephenyoud,jdlouhy",None,19-02-2020 13:29,None,None
ChicoState/BookGrab,0,2,"As a user, I want to be able to log in.",To do,jdlouhy,None,17-02-2020 13:46,None,None
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",To do,"stephenyoud,jmeadows4",None,17-02-2020 13:43,None,None
ChicoState/BookGrab,0,2,"As a user, I want to be able to log in.",In progress,jdlouhy,None,17-02-2020 13:46,None,None
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",In progress,"stephenyoud,jmeadows4",None,17-02-2020 13:43,None,None
ChicoState/BookGrab,0,1,"As a seller, I want to be able to list my item to sell.",To do,"stephenyoud,jmeadows4",None,17-02-2020 13:43,None,None
